Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
INN01863;2;0;2;2;Meal Plan 2;1;Room_Type 1;14;2017;9;4;Online;0;0;0;113;3;Not_Canceled
INN01864;2;0;1;4;Meal Plan 1;0;Room_Type 1;183;2018;8;3;Online;0;0;0;112;1;Canceled
INN01865;2;0;2;3;Meal Plan 1;0;Room_Type 1;210;2018;8;7;Online;0;0;0;90.95;1;Not_Canceled
INN01866;3;0;1;1;Meal Plan 1;0;Room_Type 4;22;2018;4;30;Online;0;0;0;172;0;Canceled
INN01867;2;1;1;1;Not Selected;0;Room_Type 1;158;2018;12;24;Online;0;0;0;79.2;1;Canceled
INN01868;1;0;1;0;Not Selected;0;Room_Type 1;4;2018;5;23;Offline;0;0;0;144;0;Not_Canceled
INN01869;2;0;0;3;Meal Plan 1;0;Room_Type 1;5;2017;11;4;Offline;0;0;0;70;0;Not_Canceled
INN01870;2;1;0;1;Meal Plan 1;0;Room_Type 1;11;2018;11;5;Online;0;0;0;150;1;Canceled
INN01871;2;1;0;3;Meal Plan 1;0;Room_Type 1;34;2018;10;26;Offline;0;0;0;100;0;Not_Canceled
INN01872;2;0;1;1;Meal Plan 1;0;Room_Type 1;33;2018;1;25;Corporate;0;0;0;62;0;Canceled
INN01873;2;0;0;1;Meal Plan 1;0;Room_Type 4;83;2018;6;14;Online;0;0;0;167.4;1;Not_Canceled
INN01874;2;0;1;0;Meal Plan 1;0;Room_Type 1;263;2017;9;21;Offline;0;0;0;67;0;Not_Canceled
INN01875;1;0;0;2;Meal Plan 1;0;Room_Type 1;119;2018;3;29;Offline;0;0;0;83;0;Not_Canceled
INN01876;1;0;1;1;Meal Plan 1;0;Room_Type 1;89;2018;10;3;Online;0;0;0;113.4;1;Not_Canceled
INN01877;2;0;0;2;Meal Plan 1;0;Room_Type 1;217;2018;8;10;Online;0;0;0;96.3;0;Canceled
INN01878;2;0;1;3;Meal Plan 1;0;Room_Type 1;193;2018;7;25;Online;0;0;0;90.95;1;Not_Canceled
INN01879;2;0;2;2;Meal Plan 1;0;Room_Type 1;91;2018;4;2;Online;0;0;0;59.37;0;Not_Canceled
INN01880;1;0;5;15;Meal Plan 1;0;Room_Type 1;117;2017;7;7;Online;0;0;0;48.6;0;Canceled
INN01881;2;0;2;2;Meal Plan 1;0;Room_Type 1;64;2018;9;4;Online;0;0;0;103.95;1;Not_Canceled
INN01882;1;0;0;2;Meal Plan 2;0;Room_Type 1;377;2018;10;14;Offline;0;0;0;90;0;Not_Canceled
INN01883;2;0;0;1;Meal Plan 1;0;Room_Type 1;255;2018;6;3;Online;0;0;0;80.85;1;Canceled
INN01884;2;0;0;1;Meal Plan 2;0;Room_Type 2;110;2017;7;23;Offline;0;0;0;98.2;1;Not_Canceled
INN01885;1;0;0;1;Not Selected;0;Room_Type 1;11;2018;5;25;Online;0;0;0;99;0;Not_Canceled
INN01886;1;0;2;8;Meal Plan 1;0;Room_Type 1;13;2018;1;20;Online;0;0;0;81.7;0;Not_Canceled
INN01887;2;0;0;1;Meal Plan 1;0;Room_Type 1;60;2018;7;12;Online;0;0;0;105.3;0;Canceled
INN01888;3;0;0;2;Meal Plan 1;0;Room_Type 4;101;2018;7;22;Online;0;0;0;142.2;0;Canceled
INN01889;2;0;0;1;Meal Plan 1;0;Room_Type 1;11;2018;11;5;Online;0;0;0;130;1;Canceled
INN01890;1;0;0;2;Meal Plan 1;0;Room_Type 1;7;2018;3;2;Offline;0;0;0;65;0;Not_Canceled
INN01891;2;0;0;4;Meal Plan 2;0;Room_Type 1;296;2018;9;21;Online;0;0;0;117;1;Canceled
INN01892;3;0;2;8;Meal Plan 1;0;Room_Type 4;150;2018;7;14;Online;0;0;0;131.75;2;Canceled
INN01893;2;0;2;5;Not Selected;0;Room_Type 1;213;2018;6;30;Online;0;0;0;92.29;1;Not_Canceled
INN01894;2;0;1;0;Not Selected;0;Room_Type 1;39;2018;4;24;Online;0;0;0;94.5;1;Not_Canceled
INN01895;1;0;0;3;Meal Plan 1;0;Room_Type 4;11;2018;6;14;Corporate;0;0;0;90;0;Not_Canceled
INN01896;2;0;1;2;Meal Plan 1;0;Room_Type 1;58;2017;11;13;Online;0;0;0;79.2;1;Not_Canceled
INN01897;2;0;0;4;Meal Plan 1;0;Room_Type 1;223;2018;8;30;Online;0;0;0;90.95;2;Canceled
INN01898;1;0;2;1;Meal Plan 1;0;Room_Type 1;93;2018;10;15;Online;0;0;0;115;0;Canceled
INN01899;2;0;0;3;Meal Plan 1;0;Room_Type 1;13;2018;11;17;Online;0;0;0;105;1;Not_Canceled
INN01900;2;0;2;2;Meal Plan 1;0;Room_Type 4;71;2018;5;1;Online;0;0;0;132.6;0;Canceled
INN01901;2;1;0;2;Meal Plan 1;0;Room_Type 4;7;2018;7;12;Offline;0;0;0;147.3;1;Not_Canceled
INN01902;3;0;1;1;Meal Plan 2;0;Room_Type 4;63;2018;5;14;Online;0;0;0;210.6;0;Canceled
INN01903;2;2;0;1;Meal Plan 1;0;Room_Type 6;10;2017;8;22;Online;0;0;0;97;1;Not_Canceled
INN01904;2;0;0;1;Not Selected;0;Room_Type 1;9;2018;7;20;Online;0;0;0;108;1;Not_Canceled
INN01905;2;0;0;3;Meal Plan 1;0;Room_Type 1;0;2017;8;5;Online;0;0;0;90;2;Not_Canceled
INN01906;2;0;0;4;Meal Plan 1;0;Room_Type 1;176;2018;7;12;Online;0;0;0;90.95;0;Canceled
INN01907;2;0;0;2;Not Selected;0;Room_Type 1;117;2018;8;12;Online;0;0;0;112.5;1;Not_Canceled
INN01908;2;0;0;0;Meal Plan 2;0;Room_Type 1;247;2018;6;6;Online;0;0;0;0;1;Not_Canceled
INN01909;2;0;0;3;Meal Plan 1;0;Room_Type 1;50;2018;2;24;Offline;0;0;0;74;0;Not_Canceled
INN01910;1;0;0;4;Meal Plan 1;0;Room_Type 1;6;2018;3;29;Corporate;1;0;6;65;0;Not_Canceled
INN01911;2;0;0;4;Not Selected;0;Room_Type 1;97;2018;9;6;Online;0;0;0;125.1;1;Not_Canceled
INN01912;2;0;0;2;Not Selected;0;Room_Type 1;64;2018;1;19;Online;0;0;0;65.36;2;Not_Canceled
INN01913;1;0;2;2;Meal Plan 1;0;Room_Type 1;147;2018;7;15;Online;0;0;0;89.25;0;Not_Canceled
INN01914;2;0;1;1;Meal Plan 1;0;Room_Type 1;159;2018;4;9;Offline;0;0;0;70;1;Not_Canceled
INN01915;2;0;1;2;Meal Plan 1;0;Room_Type 1;305;2018;11;4;Online;0;0;0;89;0;Canceled
INN01916;2;0;1;1;Meal Plan 1;0;Room_Type 1;174;2017;10;10;Online;0;0;0;70;0;Canceled
INN01917;2;0;0;3;Meal Plan 1;0;Room_Type 1;147;2017;12;29;Online;0;0;0;72.25;2;Canceled
INN01918;1;0;0;1;Meal Plan 1;0;Room_Type 4;28;2018;4;6;Corporate;0;0;0;90;1;Not_Canceled
INN01919;2;0;1;2;Meal Plan 1;0;Room_Type 1;189;2018;10;28;Online;0;0;0;96.3;4;Not_Canceled
INN01920;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Offline;0;0;0;109;0;Not_Canceled
INN01921;2;0;2;2;Meal Plan 1;0;Room_Type 1;60;2018;11;25;Offline;0;0;0;75;0;Not_Canceled
INN01922;2;0;1;3;Meal Plan 1;0;Room_Type 1;63;2018;2;15;Offline;0;0;0;58;0;Not_Canceled
INN01923;2;0;0;3;Meal Plan 1;0;Room_Type 1;97;2017;9;3;Online;0;0;0;89.25;0;Not_Canceled
INN01924;2;0;2;2;Meal Plan 1;0;Room_Type 1;193;2018;7;31;Offline;0;0;0;72.25;1;Not_Canceled
INN01925;1;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;87;0;Not_Canceled
INN01926;2;0;1;0;Meal Plan 1;0;Room_Type 1;258;2018;10;16;Online;0;0;0;110;0;Canceled
INN01927;2;0;2;2;Meal Plan 1;0;Room_Type 4;25;2018;11;12;Online;0;0;0;100.3;0;Not_Canceled
INN01928;2;0;2;2;Meal Plan 1;0;Room_Type 4;76;2018;4;30;Online;0;0;0;132.6;0;Not_Canceled
INN01929;1;0;1;0;Meal Plan 1;0;Room_Type 1;5;2018;9;26;Complementary;0;0;0;0;0;Not_Canceled
INN01930;2;1;0;3;Meal Plan 1;0;Room_Type 1;158;2018;7;7;Online;0;0;0;131.8;1;Canceled
INN01931;1;0;2;1;Meal Plan 1;0;Room_Type 1;44;2018;4;23;Offline;0;0;0;85;0;Not_Canceled
INN01932;2;0;0;2;Meal Plan 2;0;Room_Type 1;377;2018;10;14;Online;0;0;0;115;1;Canceled
INN01933;2;0;0;2;Meal Plan 1;0;Room_Type 1;50;2018;2;12;Online;0;0;0;62.29;1;Not_Canceled
INN01934;2;0;0;2;Meal Plan 1;0;Room_Type 1;7;2018;2;26;Online;0;0;0;93;1;Not_Canceled
INN01935;2;0;0;3;Meal Plan 1;0;Room_Type 1;38;2017;12;31;Offline;0;0;0;118;1;Not_Canceled
INN01936;1;0;1;2;Meal Plan 1;0;Room_Type 1;31;2018;2;8;Online;0;0;0;72.9;0;Canceled
INN01937;1;0;0;3;Meal Plan 1;0;Room_Type 1;58;2018;1;27;Offline;0;0;0;81;0;Not_Canceled
INN01938;2;1;2;1;Meal Plan 2;0;Room_Type 1;5;2017;8;15;Offline;0;0;0;116.5;0;Not_Canceled
INN01939;2;0;2;1;Meal Plan 2;0;Room_Type 1;117;2017;8;1;Offline;0;0;0;94.5;0;Not_Canceled
INN01940;3;0;2;2;Meal Plan 1;0;Room_Type 4;59;2018;12;11;Online;0;0;0;119;1;Not_Canceled
INN01941;2;0;0;2;Not Selected;0;Room_Type 1;54;2018;5;6;Online;0;0;0;116.1;0;Canceled
INN01942;2;0;2;1;Meal Plan 1;0;Room_Type 1;26;2018;9;18;Offline;0;0;0;95;0;Not_Canceled
INN01943;2;0;0;2;Meal Plan 1;0;Room_Type 1;63;2018;8;9;Online;0;0;0;144.9;2;Not_Canceled
INN01944;2;0;0;1;Meal Plan 1;0;Room_Type 1;443;2018;4;29;Online;0;0;0;65;0;Canceled
INN01945;1;0;2;1;Meal Plan 1;0;Room_Type 4;52;2018;5;15;Online;0;0;0;140.4;0;Not_Canceled
INN01946;1;0;1;0;Meal Plan 1;0;Room_Type 1;13;2018;12;5;Online;0;0;0;96;0;Not_Canceled
INN01947;1;0;0;1;Meal Plan 1;1;Room_Type 1;0;2018;12;17;Corporate;1;0;6;50;2;Not_Canceled
INN01948;2;0;1;3;Meal Plan 1;0;Room_Type 4;35;2017;11;2;Offline;0;0;0;60;0;Not_Canceled
INN01949;2;0;0;1;Meal Plan 1;0;Room_Type 1;19;2017;9;19;Online;0;0;0;124;2;Not_Canceled
INN01950;2;0;1;4;Meal Plan 1;0;Room_Type 1;336;2018;9;21;Offline;0;0;0;78;0;Not_Canceled
INN01951;2;0;2;1;Meal Plan 1;0;Room_Type 1;20;2018;1;31;Offline;0;0;0;66;0;Not_Canceled
INN01952;2;1;2;1;Meal Plan 1;0;Room_Type 1;12;2017;12;5;Offline;0;0;0;64;1;Not_Canceled
INN01953;1;0;0;1;Meal Plan 1;0;Room_Type 1;3;2018;6;10;Offline;0;0;0;120;0;Not_Canceled
INN01954;1;0;0;1;Meal Plan 1;0;Room_Type 1;21;2018;7;5;Corporate;0;0;0;84;0;Not_Canceled
INN01955;2;0;0;5;Meal Plan 1;0;Room_Type 1;19;2018;2;23;Offline;0;0;0;87;0;Not_Canceled
INN01956;2;0;0;4;Meal Plan 1;0;Room_Type 1;178;2018;10;26;Online;0;0;0;90.9;2;Not_Canceled
INN01957;2;0;0;4;Meal Plan 1;0;Room_Type 1;6;2018;12;28;Online;0;0;0;110.5;2;Not_Canceled
INN01958;1;0;0;1;Meal Plan 1;0;Room_Type 1;4;2018;12;16;Offline;0;0;0;70;0;Not_Canceled
INN01959;2;0;2;5;Meal Plan 1;0;Room_Type 2;288;2018;12;22;Online;0;0;0;67.25;0;Canceled
INN01960;1;0;1;2;Meal Plan 1;0;Room_Type 1;219;2017;9;4;Offline;0;0;0;76.67;0;Not_Canceled
INN01961;2;0;0;3;Meal Plan 1;0;Room_Type 1;190;2018;11;3;Online;0;0;0;90.9;0;Canceled
INN01962;3;0;2;2;Meal Plan 1;0;Room_Type 1;18;2018;9;18;Online;0;0;0;110.4;0;Canceled
INN01963;1;0;2;1;Meal Plan 2;0;Room_Type 1;23;2018;1;2;Offline;0;0;0;87;0;Not_Canceled
INN01964;2;0;1;2;Meal Plan 1;0;Room_Type 1;167;2018;8;26;Online;0;0;0;90.9;0;Canceled
INN01965;2;0;2;5;Meal Plan 1;0;Room_Type 1;79;2018;9;3;Offline;0;0;0;95;0;Not_Canceled
INN01966;2;0;0;1;Meal Plan 1;0;Room_Type 4;62;2018;5;7;Online;0;0;0;140.4;0;Canceled
INN01967;2;0;1;4;Meal Plan 1;0;Room_Type 4;5;2018;8;22;Online;0;0;0;155;2;Not_Canceled
INN01968;2;0;1;0;Not Selected;0;Room_Type 1;0;2018;9;25;Online;0;0;0;160;0;Not_Canceled
INN01969;2;0;0;2;Not Selected;0;Room_Type 1;0;2017;8;19;Online;0;0;0;97;1;Not_Canceled
INN01970;2;1;2;1;Meal Plan 1;0;Room_Type 1;10;2017;12;5;Online;0;0;0;79.39;1;Not_Canceled
INN01971;2;2;0;3;Meal Plan 1;0;Room_Type 2;43;2018;1;14;Online;0;0;0;86.75;0;Canceled
INN01972;2;0;2;1;Meal Plan 1;0;Room_Type 1;68;2018;6;18;Offline;0;0;0;80.75;0;Not_Canceled
INN01973;1;0;1;2;Meal Plan 1;0;Room_Type 4;12;2017;10;5;Offline;0;0;0;75;0;Not_Canceled
INN01974;1;0;0;2;Meal Plan 1;0;Room_Type 1;99;2018;2;19;Corporate;0;0;0;81;0;Not_Canceled
INN01975;2;0;1;3;Meal Plan 1;0;Room_Type 1;75;2018;3;17;Online;0;0;0;80;0;Canceled
INN01976;1;0;4;10;Not Selected;0;Room_Type 1;26;2018;12;1;Online;0;0;0;66.29;0;Canceled
INN01977;2;0;0;2;Not Selected;0;Room_Type 1;39;2018;11;22;Online;0;0;0;88;0;Not_Canceled
INN01978;2;0;0;1;Meal Plan 2;0;Room_Type 1;55;2018;4;6;Offline;0;0;0;104;0;Not_Canceled
INN01979;2;0;2;4;Meal Plan 1;0;Room_Type 4;115;2018;10;15;Online;0;0;0;132.3;0;Canceled
INN01980;1;0;0;3;Meal Plan 1;0;Room_Type 1;71;2018;6;14;Offline;0;0;0;120;0;Not_Canceled
INN01981;2;0;2;1;Meal Plan 2;0;Room_Type 1;5;2018;5;15;Offline;0;0;0;125;0;Not_Canceled
INN01982;1;0;0;2;Meal Plan 1;0;Room_Type 1;103;2018;4;19;Online;0;0;0;115;0;Canceled
INN01983;2;2;1;2;Meal Plan 1;0;Room_Type 6;4;2018;10;28;Online;0;0;0;233.33;0;Canceled
INN01984;3;0;0;3;Meal Plan 1;0;Room_Type 4;144;2018;9;15;Online;0;0;0;162;0;Canceled
INN01985;2;0;1;2;Meal Plan 1;0;Room_Type 1;1;2017;8;21;Online;0;0;0;90;0;Not_Canceled
INN01986;1;0;1;0;Meal Plan 1;0;Room_Type 1;3;2018;4;11;Corporate;1;0;14;65;1;Not_Canceled
INN01987;2;0;0;0;Meal Plan 1;0;Room_Type 1;43;2017;10;17;Online;0;0;0;0;1;Not_Canceled
INN01988;2;2;1;1;Meal Plan 1;0;Room_Type 6;35;2018;5;16;Online;0;0;0;179.01;0;Canceled
INN01989;2;0;1;0;Meal Plan 1;0;Room_Type 1;141;2017;9;20;Offline;0;0;0;90;1;Not_Canceled
INN01990;2;0;0;1;Not Selected;1;Room_Type 1;4;2018;1;6;Online;0;0;0;86;0;Not_Canceled
INN01991;3;0;1;3;Meal Plan 1;0;Room_Type 4;147;2018;7;7;Online;0;0;0;138.55;1;Canceled
INN01992;2;0;2;2;Meal Plan 1;0;Room_Type 1;231;2018;8;28;Online;0;0;0;90.95;0;Canceled
INN01993;2;0;0;3;Not Selected;0;Room_Type 1;48;2018;10;4;Online;0;0;0;108;1;Canceled
INN01994;3;0;0;2;Meal Plan 1;0;Room_Type 4;93;2018;6;3;Online;0;0;0;159.3;0;Not_Canceled
INN01995;2;0;1;1;Not Selected;0;Room_Type 1;53;2018;10;17;Online;0;0;0;108;1;Not_Canceled
INN01996;2;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;105;0;Not_Canceled
INN01997;2;0;1;2;Meal Plan 1;0;Room_Type 1;302;2018;9;16;Online;0;0;0;100;0;Canceled
INN01998;2;0;2;2;Meal Plan 1;0;Room_Type 1;229;2018;10;22;Online;0;0;0;89.25;0;Canceled
INN01999;2;0;2;3;Meal Plan 1;0;Room_Type 1;160;2018;11;20;Online;0;0;0;85;1;Canceled
INN02000;2;0;1;3;Meal Plan 1;0;Room_Type 4;52;2018;11;14;Online;0;0;0;82.08;0;Not_Canceled
INN02001;2;0;1;4;Meal Plan 1;0;Room_Type 4;129;2018;5;11;Online;0;0;0;112.03;1;Canceled
INN02002;2;2;0;1;Meal Plan 1;0;Room_Type 6;197;2018;10;28;Online;0;0;0;168.3;1;Canceled
INN02003;2;0;0;4;Meal Plan 1;0;Room_Type 1;134;2018;7;12;Online;0;0;0;89.85;2;Not_Canceled
INN02004;2;0;1;3;Meal Plan 1;0;Room_Type 1;77;2018;4;11;Online;0;0;0;90.95;1;Not_Canceled
INN02005;2;0;1;2;Meal Plan 1;0;Room_Type 4;24;2018;2;26;Online;0;0;0;109.33;1;Canceled
INN02006;2;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Online;0;0;0;101.5;0;Canceled
INN02007;3;0;2;4;Meal Plan 1;0;Room_Type 4;139;2018;8;19;Online;0;0;0;139.2;1;Not_Canceled
INN02008;1;0;1;2;Meal Plan 1;0;Room_Type 1;30;2018;2;12;Online;0;0;0;68.7;0;Canceled
INN02009;2;0;2;1;Meal Plan 1;0;Room_Type 4;13;2018;9;4;Online;0;0;0;160;1;Not_Canceled
INN02010;1;0;0;2;Meal Plan 2;0;Room_Type 1;320;2018;8;18;Offline;0;0;0;90;0;Not_Canceled
INN02011;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;109;0;Not_Canceled
INN02012;2;0;2;1;Meal Plan 1;0;Room_Type 1;143;2018;7;2;Offline;0;0;0;112;1;Not_Canceled
INN02013;2;0;1;0;Not Selected;0;Room_Type 1;0;2018;5;9;Online;0;0;0;89;0;Canceled
INN02014;1;0;0;2;Meal Plan 2;0;Room_Type 1;265;2018;6;24;Offline;0;0;0;90;0;Not_Canceled
INN02015;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Online;0;0;0;115;1;Canceled
INN02016;2;0;2;2;Meal Plan 1;0;Room_Type 1;122;2018;7;9;Online;0;0;0;105.83;2;Not_Canceled
INN02017;2;0;0;2;Meal Plan 1;0;Room_Type 1;15;2017;11;10;Online;0;0;0;107;3;Not_Canceled
INN02018;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Online;0;0;0;101.5;0;Canceled
INN02019;2;0;0;2;Meal Plan 1;0;Room_Type 1;19;2018;3;18;Online;0;0;0;109;1;Not_Canceled
INN02020;2;0;0;2;Meal Plan 1;0;Room_Type 1;35;2017;10;16;Offline;0;0;0;89.28;3;Not_Canceled
INN02021;2;0;0;2;Meal Plan 1;0;Room_Type 1;27;2017;9;30;Offline;0;0;0;108;0;Not_Canceled
INN02022;1;0;2;1;Meal Plan 1;0;Room_Type 1;116;2018;2;28;Online;0;0;0;61;0;Canceled
INN02023;2;0;1;2;Meal Plan 1;0;Room_Type 1;133;2018;3;11;Offline;0;0;0;42.17;1;Not_Canceled
INN02024;2;0;0;1;Not Selected;0;Room_Type 1;0;2018;9;20;Online;0;0;0;180;0;Not_Canceled
INN02025;1;0;0;3;Not Selected;0;Room_Type 1;25;2018;8;2;Online;0;0;0;139;1;Canceled
INN02026;2;2;2;3;Meal Plan 1;0;Room_Type 6;192;2018;10;28;Online;0;0;0;164.63;0;Canceled
INN02027;2;0;0;1;Not Selected;0;Room_Type 1;213;2018;12;17;Online;0;0;0;67.5;0;Not_Canceled
INN02028;2;0;1;1;Meal Plan 1;0;Room_Type 1;44;2018;5;23;Complementary;0;0;0;0;1;Not_Canceled
INN02029;2;1;2;1;Meal Plan 1;0;Room_Type 1;5;2018;4;17;Offline;0;0;0;95.2;0;Not_Canceled
INN02030;2;0;1;3;Meal Plan 1;0;Room_Type 1;85;2018;10;6;Offline;0;0;0;85;1;Not_Canceled
INN02031;2;0;0;2;Meal Plan 1;0;Room_Type 1;211;2018;5;20;Online;0;0;0;100;0;Canceled
INN02032;2;0;1;1;Not Selected;0;Room_Type 1;7;2018;12;17;Online;0;0;0;78;1;Not_Canceled
INN02033;2;0;0;2;Meal Plan 2;0;Room_Type 1;320;2018;8;18;Online;0;0;0;115;1;Canceled
INN02034;2;0;1;1;Meal Plan 2;0;Room_Type 1;301;2018;7;30;Online;0;0;0;115;1;Canceled
INN02035;2;0;0;2;Meal Plan 2;0;Room_Type 1;292;2018;7;21;Online;0;0;0;115;0;Canceled
INN02036;2;0;1;0;Not Selected;0;Room_Type 1;1;2018;4;18;Online;0;0;0;99;0;Not_Canceled
INN02037;2;0;1;0;Not Selected;1;Room_Type 1;100;2018;7;4;Online;0;0;0;112.5;1;Not_Canceled
INN02038;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;12;21;Offline;1;2;6;65;0;Not_Canceled
INN02039;3;0;0;2;Meal Plan 1;0;Room_Type 4;50;2018;9;2;Online;0;0;0;142.2;0;Canceled
INN02040;1;0;0;2;Meal Plan 1;0;Room_Type 1;25;2018;2;16;Online;0;0;0;66.22;1;Not_Canceled
INN02041;2;1;1;2;Meal Plan 1;0;Room_Type 4;30;2017;10;23;Online;0;0;0;118.2;1;Not_Canceled
INN02042;2;1;2;5;Meal Plan 2;0;Room_Type 1;156;2018;8;13;Online;0;0;0;171.96;2;Canceled
INN02043;1;0;0;3;Meal Plan 1;0;Room_Type 1;43;2017;10;29;Online;0;0;0;90.9;3;Not_Canceled
INN02044;3;0;1;3;Meal Plan 1;0;Room_Type 4;319;2018;12;29;Online;0;0;0;113.9;2;Canceled
INN02045;2;0;0;3;Meal Plan 1;0;Room_Type 4;8;2017;9;8;Online;0;0;0;87.78;1;Not_Canceled
INN02046;1;0;0;2;Meal Plan 2;0;Room_Type 1;377;2018;10;14;Offline;0;0;0;90;0;Not_Canceled
INN02047;2;0;0;2;Meal Plan 1;0;Room_Type 4;177;2018;7;27;Online;0;0;0;82.96;0;Canceled
INN02048;2;0;1;3;Meal Plan 1;0;Room_Type 1;54;2018;3;17;Online;0;0;0;89.46;0;Canceled
INN02049;2;0;1;0;Not Selected;0;Room_Type 1;199;2018;8;28;Online;0;0;0;85.5;0;Canceled
INN02050;2;0;0;2;Meal Plan 1;0;Room_Type 1;36;2017;10;13;Offline;0;0;0;75.6;0;Not_Canceled
INN02051;1;0;3;5;Meal Plan 1;0;Room_Type 1;10;2018;5;29;Corporate;0;0;0;110;0;Not_Canceled
INN02052;3;0;0;3;Meal Plan 1;0;Room_Type 4;144;2018;8;24;Online;0;0;0;131.7;0;Canceled
INN02053;2;0;0;3;Not Selected;0;Room_Type 1;44;2018;10;20;Online;0;0;0;113.7;1;Not_Canceled
INN02054;2;0;0;2;Meal Plan 1;0;Room_Type 1;73;2018;6;9;Online;0;0;0;126.9;1;Not_Canceled
INN02055;2;0;2;1;Meal Plan 1;0;Room_Type 1;42;2018;10;2;Online;0;0;0;97.02;1;Not_Canceled
INN02056;2;0;0;2;Not Selected;0;Room_Type 1;53;2017;12;29;Online;0;0;0;81;1;Not_Canceled
INN02057;2;0;2;3;Meal Plan 1;0;Room_Type 4;42;2018;8;25;Online;0;0;0;140.58;0;Not_Canceled
INN02058;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Online;0;0;0;115;1;Canceled
INN02059;3;0;2;2;Meal Plan 1;1;Room_Type 4;44;2018;3;20;Online;0;0;0;134.93;1;Not_Canceled
INN02060;3;0;1;3;Meal Plan 1;0;Room_Type 4;88;2018;10;10;Online;0;0;0;151.2;0;Canceled
INN02061;2;0;0;1;Not Selected;0;Room_Type 1;0;2018;7;23;Online;0;0;0;103.32;1;Not_Canceled
INN02062;1;0;0;1;Meal Plan 1;0;Room_Type 1;6;2017;9;24;Offline;0;0;0;77;0;Not_Canceled
INN02063;2;0;1;2;Not Selected;0;Room_Type 1;66;2018;9;2;Online;0;0;0;87.3;1;Not_Canceled
INN02064;2;0;2;1;Meal Plan 1;0;Room_Type 1;26;2018;6;11;Offline;0;0;0;95;0;Not_Canceled
INN02065;2;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Online;0;0;0;101.5;0;Canceled
INN02066;2;0;1;4;Meal Plan 1;0;Room_Type 1;32;2017;10;5;Online;0;0;0;97.92;2;Not_Canceled
INN02067;2;0;0;1;Meal Plan 1;0;Room_Type 1;23;2018;12;16;Online;0;0;0;104;0;Not_Canceled
INN02068;2;0;1;1;Meal Plan 1;0;Room_Type 1;33;2018;1;25;Corporate;0;0;0;64;0;Not_Canceled
INN02069;2;0;1;3;Meal Plan 1;0;Room_Type 1;164;2018;5;2;Online;0;0;0;99.45;0;Canceled
INN02070;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;6;3;Online;0;0;0;120;0;Not_Canceled
INN02071;1;0;2;1;Not Selected;0;Room_Type 1;10;2018;6;26;Online;0;0;0;112.33;1;Canceled
INN02072;2;0;1;3;Meal Plan 1;0;Room_Type 1;124;2018;4;14;Online;0;0;0;87.55;0;Canceled
INN02073;1;0;0;2;Not Selected;0;Room_Type 1;138;2018;11;25;Online;0;0;0;79.2;1;Not_Canceled
INN02074;2;0;1;1;Meal Plan 1;0;Room_Type 1;72;2018;11;12;Online;0;0;0;95.4;0;Canceled
INN02075;2;0;2;5;Not Selected;0;Room_Type 1;36;2018;3;8;Online;0;0;0;71.1;0;Canceled
INN02076;2;0;0;3;Not Selected;0;Room_Type 1;203;2018;9;27;Online;0;0;0;116.1;0;Canceled
INN02077;2;1;1;3;Meal Plan 1;0;Room_Type 1;12;2018;10;31;Online;0;0;0;129.25;2;Not_Canceled
INN02078;2;0;1;1;Not Selected;0;Room_Type 1;22;2018;3;21;Online;0;0;0;129;0;Canceled
INN02079;2;0;1;1;Meal Plan 1;0;Room_Type 1;190;2018;4;9;Offline;0;0;0;70;1;Not_Canceled
INN02080;2;2;0;4;Meal Plan 1;0;Room_Type 5;111;2018;5;4;Online;0;0;0;122.1;1;Not_Canceled
INN02081;2;0;0;2;Meal Plan 1;0;Room_Type 1;12;2017;9;9;Online;0;0;0;80.85;2;Not_Canceled
INN02082;2;0;0;3;Not Selected;0;Room_Type 1;44;2018;3;9;Online;0;0;0;71.1;1;Not_Canceled
INN02083;1;0;3;7;Meal Plan 1;0;Room_Type 4;17;2018;2;19;Online;0;0;0;107.7;1;Canceled
INN02084;2;0;2;5;Meal Plan 1;0;Room_Type 1;0;2018;1;10;Online;1;0;1;41.84;1;Not_Canceled
INN02085;2;2;1;1;Meal Plan 1;0;Room_Type 2;249;2018;8;27;Online;0;0;0;86.62;1;Canceled
INN02086;2;0;1;1;Not Selected;0;Room_Type 1;25;2018;11;14;Online;0;0;0;88;0;Not_Canceled
